,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
809,8567450080.0,20150325T000000,545000.0,4.0,2.5,2755.0,11612.0,2.0,False,0.0,3.0,8,2755.0,0.0,2001,0,98019.0,47.7394,-121.965,2820,12831.0
810,7129304540.0,20141220T000000,133000.0,5.0,2.0,1430.0,5600.0,1.5,False,0.0,3.0,6,1430.0,0.0,1947,0,98118.0,47.5192,-122.266,1860,5980.0
812,2250000010.0,20141205T000000,294450.0,4.0,2.25,1400.0,7341.0,1.0,False,0.0,3.0,7,1300.0,100.0,1961,0,98155.0,47.7565,-122.305,2090,7410.0
813,5162100660.0,20140826T000000,335000.0,4.0,2.5,2520.0,7205.0,2.0,False,0.0,3.0,8,2520.0,0.0,1987,0,98003.0,47.343,-122.316,2350,7632.0
814,4140500050.0,20140908T000000,362000.0,3.0,1.0,1290.0,10125.0,1.0,False,0.0,4.0,7,1290.0,0.0,1956,0,98028.0,47.7641,-122.265,1760,14460.0
815,2129700525.0,20141028T000000,322000.0,3.0,1.75,1400.0,18002.0,1.0,False,0.0,3.0,6,1400.0,0.0,1977,0,98019.0,47.725,-121.967,2240,14068.0
816,4337000275.0,20150317T000000,230500.0,2.0,1.0,740.0,8853.0,1.0,False,0.0,3.0,6,740.0,0.0,1943,0,98166.0,47.4793,-122.336,850,8775.0
817,3942900010.0,20150305T000000,380000.0,4.0,2.0,1710.0,9996.0,1.0,False,0.0,3.0,7,1710.0,0.0,1950,0,98108.0,47.5472,-122.3,1550,6768.0
818,8699100321.0,20140611T000000,292000.0,4.0,2.75,2414.0,7693.0,2.0,False,0.0,3.0,8,2414.0,0.0,2006,0,98002.0,47.3046,-122.222,1500,7177.0
819,7686203180.0,20140812T000000,172500.0,3.0,1.0,1040.0,7500.0,1.0,False,0.0,4.0,6,1040.0,0.0,1954,0,98198.0,47.4206,-122.316,1270,8000.0
820,1193000480.0,20140724T000000,784000.0,4.0,2.75,3540.0,7091.0,1.5,False,1.0,4.0,8,1970.0,1570.0,1947,0,98199.0,47.6467,-122.394,2200,6000.0
821,1234000630.0,20141002T000000,525000.0,4.0,2.75,2530.0,11549.0,1.0,False,0.0,3.0,7,1700.0,830.0,1942,0,98033.0,47.6557,-122.197,2530,10000.0
822,8562750250.0,20140704T000000,600000.0,3.0,2.5,2320.0,7609.0,2.0,False,0.0,3.0,8,2320.0,0.0,2003,0,98027.0,47.5391,-122.069,2590,4000.0
823,5088500170.0,20141027T000000,435000.0,3.0,2.5,2530.0,16102.0,2.0,False,0.0,3.0,9,2530.0,0.0,1989,0,98038.0,47.371,-122.055,2370,14957.0
824,1061500630.0,20150205T000000,359900.0,5.0,2.75,2790.0,7600.0,1.5,False,0.0,4.0,7,2790.0,0.0,1965,0,98056.0,47.4999,-122.165,1480,7600.0
825,8073000491.0,20141211T000000,700000.0,4.0,1.75,1950.0,7139.0,1.0,True,4.0,3.0,7,1150.0,800.0,1957,0,98178.0,47.5121,-122.248,1600,13122.0
826,3277801448.0,20150312T000000,280000.0,3.0,2.0,1020.0,889.0,2.0,False,0.0,3.0,7,720.0,300.0,2009,0,98126.0,47.5434,-122.375,1130,972.0
827,1656600280.0,20141002T000000,655000.0,4.0,2.5,3110.0,24466.0,2.0,False,0.0,3.0,9,3110.0,0.0,1997,0,98059.0,47.4898,-122.127,3080,22185.0
828,4139420190.0,20150512T000000,2480000.0,4.0,5.0,5310.0,16909.0,1.0,False,4.0,3.0,12,3090.0,2220.0,1992,0,98006.0,47.5515,-122.113,5220,15701.0
829,5360200052.0,20150224T000000,499950.0,3.0,2.5,2580.0,23925.0,2.0,False,0.0,3.0,9,2580.0,0.0,2001,0,98023.0,47.2978,-122.376,1660,8460.0
830,7234601025.0,20140805T000000,540000.0,3.0,2.5,1380.0,1021.0,2.0,False,0.0,3.0,8,1160.0,220.0,2008,0,98122.0,47.6148,-122.309,1440,1021.0
831,8001470480.0,20150306T000000,970000.0,4.0,2.75,3980.0,9209.0,2.0,False,0.0,3.0,11,3980.0,0.0,2002,0,98074.0,47.6286,-122.064,3800,9333.0
832,2597670470.0,20140813T000000,330000.0,4.0,2.5,2080.0,7000.0,1.0,False,0.0,4.0,8,1400.0,680.0,1989,0,98058.0,47.4252,-122.163,2090,7082.0
833,7199330130.0,20140703T000000,474000.0,3.0,1.75,1530.0,8000.0,2.0,False,0.0,3.0,7,1530.0,0.0,1978,0,98052.0,47.6971,-122.13,1530,7500.0
834,4039700080.0,20150317T000000,670000.0,4.0,1.75,1930.0,9310.0,1.0,False,0.0,4.0,9,1930.0,0.0,1968,0,98008.0,47.6158,-122.108,2110,10290.0
835,5317100780.0,20140512T000000,1300000.0,4.0,3.25,2330.0,9687.0,2.0,False,3.0,3.0,9,2330.0,0.0,1918,0,98112.0,47.6264,-122.283,3880,9017.0
836,2597450250.0,20140730T000000,1160000.0,4.0,2.5,3860.0,10361.0,2.0,False,2.0,4.0,10,2940.0,920.0,1985,0,98006.0,47.5517,-122.147,3720,13155.0
837,2472920680.0,20150112T000000,440000.0,4.0,2.5,2880.0,8061.0,2.0,False,0.0,3.0,9,2880.0,0.0,1988,0,98058.0,47.439,-122.152,2650,7660.0
838,7436300170.0,20140728T000000,411000.0,2.0,2.5,1590.0,2088.0,2.0,False,0.0,3.0,9,1590.0,0.0,1997,0,98033.0,47.6897,-122.175,2320,3174.0
839,3964400470.0,20140725T000000,500000.0,3.0,1.5,2150.0,4000.0,1.5,False,0.0,3.0,7,1470.0,680.0,1928,0,98144.0,47.5733,-122.312,1750,4000.0
840,7351200050.0,20141218T000000,1335000.0,4.0,1.75,2300.0,13342.0,1.5,True,4.0,3.0,7,2300.0,0.0,1934,1958,98125.0,47.7308,-122.282,2500,13342.0
841,1377800277.0,20141215T000000,696000.0,6.0,3.25,2900.0,6400.0,2.0,False,0.0,4.0,8,2300.0,600.0,1977,0,98199.0,47.6464,-122.401,2480,6400.0
842,3862400050.0,20140506T000000,465000.0,3.0,2.25,1970.0,11088.0,1.0,False,0.0,4.0,8,1180.0,790.0,1967,0,98155.0,47.7651,-122.277,1970,10470.0
843,7199310170.0,20140616T000000,518000.0,4.0,2.5,1740.0,7500.0,1.0,False,0.0,4.0,7,1220.0,520.0,1976,0,98052.0,47.6927,-122.124,1790,7350.0
844,8039900086.0,20140509T000000,251000.0,3.0,1.75,1220.0,7250.0,1.0,False,0.0,3.0,7,1220.0,0.0,1962,0,98045.0,47.4887,-121.784,1700,15251.0
845,1137600190.0,20150430T000000,255000.0,3.0,2.0,1290.0,13282.0,1.0,False,0.0,3.0,7,1290.0,0.0,1978,0,98030.0,47.3787,-122.169,1290,12357.0
846,1566100130.0,20140820T000000,319000.0,2.0,1.0,780.0,8271.0,1.0,False,0.0,4.0,6,780.0,0.0,1924,0,98115.0,47.7,-122.3,2220,8271.0
847,9547205610.0,20140929T000000,719000.0,4.0,2.75,2210.0,3400.0,1.5,False,0.0,5.0,7,1470.0,740.0,1926,0,98115.0,47.6826,-122.311,1500,3400.0
848,5608000190.0,20140714T000000,1520000.0,5.0,3.5,5930.0,13288.0,2.0,False,2.0,3.0,11,3920.0,2010.0,1996,0,98027.0,47.5542,-122.097,3860,12062.0
849,3295450050.0,20150109T000000,322000.0,4.0,2.5,1950.0,4553.0,2.0,False,0.0,3.0,7,1950.0,0.0,2000,0,98056.0,47.5066,-122.175,1780,4598.0
850,3751602249.0,20150305T000000,205000.0,4.0,1.0,1340.0,7920.0,1.0,False,0.0,4.0,7,1340.0,0.0,1970,0,98001.0,47.2845,-122.267,1090,9600.0
851,7889600190.0,20150113T000000,229000.0,3.0,1.0,1590.0,6240.0,1.0,False,0.0,3.0,7,1060.0,530.0,1956,0,98146.0,47.4936,-122.337,1410,6240.0
852,217700050.0,20141030T000000,395000.0,3.0,2.25,1780.0,9672.0,1.0,False,0.0,3.0,8,1350.0,430.0,1960,0,98133.0,47.7774,-122.35,1860,10080.0
853,7943000020.0,20150326T000000,183000.0,2.0,1.0,760.0,7272.0,1.0,False,0.0,4.0,7,760.0,0.0,1980,0,98003.0,47.3205,-122.33,1370,7866.0
854,7199310290.0,20140905T000000,583500.0,3.0,1.75,1720.0,7800.0,1.0,False,0.0,4.0,7,1170.0,550.0,1978,0,98052.0,47.6928,-122.125,1760,7276.0
855,192700080.0,20150213T000000,312000.0,3.0,2.5,2070.0,25710.0,1.0,False,0.0,5.0,6,2070.0,0.0,1917,0,98022.0,47.2032,-121.964,1350,17998.0
856,23520380.0,20140909T000000,539000.0,3.0,1.75,1790.0,9860.0,1.0,False,0.0,4.0,7,1410.0,380.0,1978,0,98052.0,47.6989,-122.12,1820,9555.0
857,8961950050.0,20150320T000000,409000.0,4.0,2.75,3230.0,12651.0,2.0,False,0.0,4.0,8,3230.0,0.0,2002,0,98001.0,47.3157,-122.251,2550,12081.0
858,3300701365.0,20140528T000000,510250.0,3.0,1.75,1400.0,4000.0,1.0,False,0.0,3.0,7,870.0,530.0,1951,0,98117.0,47.6913,-122.381,1400,4000.0
859,871000170.0,20141202T000000,535000.0,2.0,2.0,1370.0,3827.0,1.0,False,0.0,3.0,7,1020.0,350.0,1952,0,98199.0,47.652,-122.404,1550,5102.0
860,9407150250.0,20140924T000000,280000.0,3.0,2.5,1600.0,7936.0,2.0,False,0.0,3.0,7,1600.0,0.0,1996,0,98038.0,47.3673,-122.017,1830,7936.0
861,7789000235.0,20150409T000000,286000.0,3.0,1.0,950.0,8400.0,1.0,False,0.0,3.0,7,950.0,0.0,1958,0,98056.0,47.5104,-122.166,1250,8400.0
862,8587400050.0,20150325T000000,710000.0,3.0,2.75,2210.0,7660.0,1.0,False,1.0,4.0,7,1460.0,750.0,1968,0,98116.0,47.5619,-122.4,2110,8750.0
863,5100401315.0,20140709T000000,395000.0,2.0,1.0,930.0,6380.0,1.0,False,0.0,4.0,7,930.0,0.0,1940,0,98115.0,47.6915,-122.321,1180,6380.0
864,2634500005.0,20140908T000000,237500.0,2.0,1.0,810.0,8494.0,1.0,False,0.0,3.0,6,810.0,0.0,1949,0,98155.0,47.7389,-122.324,1050,7975.0
865,6332000050.0,20150121T000000,464000.0,3.0,2.0,1630.0,6550.0,1.0,False,0.0,5.0,7,850.0,780.0,1912,0,98126.0,47.5452,-122.379,1440,6550.0
866,2126049265.0,20141021T000000,495000.0,3.0,1.75,1770.0,10080.0,1.0,False,0.0,3.0,8,1770.0,0.0,1968,0,98125.0,47.7218,-122.306,1860,10456.0
867,7950304095.0,20150217T000000,257500.0,1.0,1.0,710.0,6060.0,1.0,False,0.0,4.0,6,710.0,0.0,1916,0,98118.0,47.5621,-122.283,1440,4545.0
868,587550010.0,20150116T000000,570000.0,4.0,3.5,3990.0,23544.0,1.0,False,2.0,3.0,10,2300.0,1690.0,1999,0,98023.0,47.3245,-122.38,3410,15932.0
869,1402630190.0,20141111T000000,362000.0,3.0,2.5,2310.0,7485.0,2.0,False,0.0,3.0,8,2310.0,0.0,1986,0,98058.0,47.439,-122.135,2310,8142.0
871,3750604417.0,20140526T000000,172500.0,3.0,1.0,1140.0,8800.0,1.0,False,0.0,3.0,7,1140.0,0.0,1972,0,98001.0,47.2629,-122.275,1270,13560.0
872,9547202890.0,20150120T000000,596000.0,2.0,1.0,1040.0,4880.0,1.0,False,0.0,3.0,7,1040.0,0.0,1910,1975,98115.0,47.6809,-122.311,1500,4590.0
873,2600110250.0,20150430T000000,840000.0,4.0,2.5,2170.0,9796.0,1.0,False,0.0,4.0,8,1650.0,520.0,1980,0,98006.0,47.5505,-122.152,2350,9796.0
874,7403200050.0,20141113T000000,1600000.0,3.0,2.25,3370.0,23065.0,1.0,True,4.0,3.0,10,1920.0,1450.0,1980,0,98028.0,47.7434,-122.263,3410,19688.0
875,9528104360.0,20140912T000000,435000.0,2.0,1.5,901.0,1245.0,3.0,False,0.0,3.0,7,901.0,0.0,2001,0,98115.0,47.6774,-122.325,1138,1137.0
876,2634500050.0,20140910T000000,251000.0,2.0,1.0,840.0,7870.0,1.0,False,0.0,3.0,6,840.0,0.0,1949,0,98155.0,47.7389,-122.326,1442,8131.0
877,268500020.0,20141106T000000,282500.0,4.0,1.0,1650.0,9750.0,1.0,False,0.0,4.0,7,1650.0,0.0,1964,0,98059.0,47.4991,-122.164,1650,10112.0
878,1796361100.0,20141017T000000,265000.0,3.0,2.25,1380.0,7226.0,1.0,False,0.0,4.0,7,1140.0,240.0,1987,0,98042.0,47.3677,-122.091,1640,7823.0
879,8807300130.0,20141217T000000,330000.0,3.0,1.0,910.0,10240.0,1.0,False,0.0,4.0,6,910.0,0.0,1969,0,98053.0,47.6729,-122.064,1140,10720.0
880,7170200080.0,20140617T000000,435000.0,2.0,1.0,1230.0,3800.0,1.0,False,0.0,3.0,7,1230.0,0.0,1928,0,98115.0,47.6797,-122.292,1610,3800.0
881,1877500005.0,20141201T000000,827235.0,3.0,1.75,1740.0,8560.0,1.0,False,0.0,3.0,8,1500.0,240.0,1948,0,98199.0,47.6475,-122.409,2240,5800.0
882,7211400525.0,20140530T000000,249950.0,4.0,1.0,1290.0,5000.0,1.5,False,0.0,3.0,7,1290.0,0.0,1957,0,98146.0,47.513,-122.358,1440,2500.0
883,2549000020.0,20150324T000000,400000.0,3.0,2.5,1950.0,18533.0,2.0,False,0.0,3.0,8,1950.0,0.0,1988,0,98024.0,47.5647,-121.903,1810,18401.0
884,4137040250.0,20141021T000000,300499.0,4.0,2.5,2150.0,7944.0,2.0,False,0.0,3.0,8,2150.0,0.0,1990,0,98092.0,47.259,-122.215,2170,8319.0
885,5101400461.0,20150417T000000,449000.0,4.0,2.0,1560.0,5220.0,1.0,False,0.0,3.0,7,1560.0,0.0,1959,0,98115.0,47.6905,-122.305,1300,5220.0
886,2306400010.0,20141017T000000,500000.0,2.0,1.0,1120.0,3220.0,1.0,False,0.0,4.0,7,1120.0,0.0,1923,0,98103.0,47.6588,-122.344,1440,3220.0
887,8861000095.0,20140930T000000,865000.0,3.0,1.5,1790.0,7526.0,1.0,False,0.0,3.0,7,1790.0,0.0,1953,2014,98004.0,47.6387,-122.207,2080,10943.0
888,3754500010.0,20140616T000000,899950.0,4.0,3.5,3290.0,5414.0,2.0,False,1.0,3.0,9,2360.0,930.0,2006,0,98034.0,47.7074,-122.219,1820,9609.0
889,4326000190.0,20140828T000000,370000.0,4.0,1.0,1540.0,9541.0,1.5,False,0.0,4.0,7,1540.0,0.0,1961,0,98034.0,47.7104,-122.213,1290,9541.0
890,1525069088.0,20150504T000000,442500.0,5.0,3.25,4240.0,226097.0,2.0,False,0.0,3.0,8,3410.0,830.0,1980,0,98053.0,47.6472,-122.017,2980,217800.0
891,9474700020.0,20140503T000000,310000.0,3.0,1.0,1010.0,9945.0,1.0,False,0.0,4.0,6,1010.0,0.0,1973,0,98065.0,47.5324,-121.763,1390,12710.0
892,4389200876.0,20140701T000000,1565000.0,4.0,2.75,2970.0,12750.0,1.5,False,1.0,4.0,7,2130.0,840.0,1918,1986,98004.0,47.6135,-122.213,1980,15300.0
893,6084600420.0,20140905T000000,245000.0,4.0,2.25,2190.0,9113.0,2.0,False,0.0,3.0,7,2190.0,0.0,1986,0,98001.0,47.3241,-122.275,1570,8306.0
894,6668900010.0,20141117T000000,254950.0,2.0,1.0,700.0,8100.0,1.0,False,0.0,3.0,6,700.0,0.0,1949,0,98155.0,47.7492,-122.311,1230,8100.0
895,125059178.0,20140722T000000,510000.0,6.0,4.5,3300.0,7480.0,2.0,False,0.0,3.0,8,3300.0,0.0,1980,0,98052.0,47.6796,-122.104,2470,7561.0
896,2131701410.0,20150427T000000,299950.0,3.0,2.25,1370.0,5000.0,2.0,False,0.0,3.0,7,1370.0,0.0,1990,0,98019.0,47.7372,-121.981,1600,7724.0
897,3158500130.0,20140821T000000,379950.0,4.0,2.5,2680.0,4500.0,2.0,False,0.0,3.0,8,2680.0,0.0,2011,0,98038.0,47.3561,-122.056,2010,4500.0
898,6300500275.0,20140807T000000,350000.0,3.0,1.0,1390.0,4820.0,1.0,False,0.0,4.0,7,910.0,480.0,1926,0,98133.0,47.704,-122.343,1320,4820.0
899,3395040920.0,20140618T000000,300000.0,3.0,2.5,1700.0,3575.0,2.0,False,0.0,3.0,7,1700.0,0.0,2000,0,98108.0,47.5418,-122.295,1590,3380.0
900,1193000280.0,20140527T000000,994000.0,3.0,2.25,2510.0,6339.0,1.5,False,2.0,5.0,8,1810.0,700.0,1932,0,98199.0,47.6496,-122.391,1820,5741.0
901,8022900005.0,20141119T000000,315000.0,3.0,1.5,1700.0,8067.0,1.0,False,0.0,3.0,7,1250.0,450.0,1956,0,98155.0,47.7384,-122.324,1340,7869.0
902,1774000050.0,20140507T000000,480500.0,4.0,2.5,2180.0,11200.0,1.0,False,0.0,4.0,8,2180.0,0.0,1968,0,98072.0,47.7476,-122.086,1790,11200.0
903,1725800280.0,20140616T000000,373000.0,3.0,1.0,1770.0,5720.0,1.5,False,0.0,4.0,7,1140.0,630.0,1926,0,98126.0,47.5546,-122.377,1500,4406.0
904,8691390980.0,20140902T000000,728000.0,4.0,2.5,3290.0,5951.0,2.0,False,0.0,3.0,9,3290.0,0.0,2003,0,98075.0,47.5999,-121.976,3240,6159.0
905,1180008370.0,20140925T000000,415000.0,4.0,3.5,3040.0,7125.0,2.0,False,1.0,3.0,8,2240.0,800.0,2002,0,98178.0,47.492,-122.225,2220,7800.0
906,9558020460.0,20140604T000000,427500.0,4.0,2.5,2460.0,5091.0,2.0,False,0.0,3.0,9,2460.0,0.0,2003,0,98058.0,47.45,-122.121,2490,4750.0
907,3575302880.0,20141110T000000,339300.0,3.0,2.0,970.0,10000.0,1.0,False,0.0,5.0,7,970.0,0.0,1972,0,98074.0,47.6205,-122.063,1230,7500.0
908,6671900095.0,20140527T000000,313000.0,3.0,1.75,1320.0,6205.0,1.0,False,0.0,5.0,7,1320.0,0.0,1948,0,98133.0,47.7412,-122.343,1210,6205.0
909,5637500094.0,20140522T000000,431500.0,3.0,3.5,1900.0,1612.0,2.0,False,0.0,3.0,8,1430.0,470.0,2008,0,98136.0,47.544,-122.385,1780,1525.0
910,4310701330.0,20150309T000000,415000.0,3.0,1.5,1220.0,835.0,1.5,False,0.0,4.0,6,1220.0,0.0,1950,0,98103.0,47.6981,-122.341,1360,1251.0
911,23520190.0,20150316T000000,490000.0,3.0,1.75,1470.0,9750.0,1.0,False,0.0,4.0,7,1470.0,0.0,1978,0,98052.0,47.6975,-122.12,1800,9600.0
912,98000130.0,20150324T000000,1425000.0,4.0,5.0,4630.0,24054.0,2.0,False,3.0,3.0,11,4630.0,0.0,2005,0,98075.0,47.587,-121.966,4630,17584.0
913,6829900080.0,20150330T000000,275000.0,3.0,1.5,1400.0,9750.0,1.0,False,0.0,4.0,6,1400.0,0.0,1964,0,98030.0,47.3768,-122.17,1160,9750.0
914,5370200170.0,20150217T000000,325000.0,2.0,1.0,1070.0,5080.0,1.0,False,0.0,5.0,6,1070.0,0.0,1942,0,98106.0,47.5224,-122.35,900,5080.0
915,3885805896.0,20140610T000000,1180000.0,5.0,3.75,3630.0,6000.0,1.5,False,0.0,3.0,9,2470.0,1160.0,2004,0,98033.0,47.6816,-122.199,2560,7560.0
916,9550200470.0,20141001T000000,690000.0,4.0,1.5,1970.0,4590.0,2.5,False,0.0,3.0,7,1970.0,0.0,1909,0,98103.0,47.666,-122.332,1900,4590.0
917,6111400020.0,20150330T000000,410000.0,4.0,2.0,2010.0,9474.0,2.0,False,0.0,3.0,7,2010.0,0.0,1953,2003,98166.0,47.4234,-122.342,2140,10164.0
918,5135000050.0,20140801T000000,960000.0,4.0,2.5,2820.0,5934.0,1.0,False,3.0,5.0,9,1770.0,1050.0,1952,0,98116.0,47.5706,-122.403,2230,6000.0
919,8029510010.0,20141030T000000,299250.0,3.0,2.5,2530.0,8669.0,2.0,False,0.0,3.0,9,2530.0,0.0,1990,0,98023.0,47.3073,-122.395,2530,9469.0
920,4438400050.0,20140714T000000,239000.0,2.0,1.0,710.0,14000.0,1.0,False,0.0,4.0,6,710.0,0.0,1953,0,98166.0,47.4379,-122.337,1500,10540.0
921,7831800460.0,20140502T000000,235000.0,2.0,1.0,1210.0,9400.0,1.0,False,0.0,2.0,6,1210.0,0.0,1949,0,98106.0,47.5342,-122.36,1580,6026.0
922,2425069069.0,20140527T000000,587000.0,3.0,2.25,2370.0,217800.0,2.0,False,0.0,3.0,7,2370.0,0.0,1979,0,98053.0,47.6364,-121.984,3100,86248.0
923,8029550020.0,20140701T000000,431000.0,4.0,2.5,2300.0,6087.0,2.0,False,0.0,3.0,7,2300.0,0.0,2001,0,98056.0,47.5125,-122.192,1770,5907.0
924,7533800170.0,20140707T000000,1636000.0,3.0,2.5,3110.0,6765.0,2.0,False,1.0,4.0,9,2550.0,560.0,1946,0,98115.0,47.6886,-122.276,2630,7626.0
925,9460000010.0,20141203T000000,285000.0,3.0,1.75,1990.0,6500.0,1.0,False,0.0,3.0,7,1090.0,900.0,1961,0,98055.0,47.488,-122.221,2150,6500.0
926,2600130020.0,20141106T000000,778000.0,3.0,3.0,2630.0,10156.0,1.0,False,0.0,4.0,9,2630.0,0.0,1987,0,98006.0,47.5481,-122.156,2660,10455.0
927,4037700285.0,20140731T000000,415000.0,3.0,1.0,1300.0,7975.0,1.0,False,0.0,4.0,7,1300.0,0.0,1958,0,98008.0,47.611,-122.122,1570,9075.0
928,8682261190.0,20150112T000000,550285.0,2.0,1.75,1680.0,4500.0,1.0,False,0.0,3.0,8,1680.0,0.0,2004,0,98053.0,47.7132,-122.032,1670,4500.0
929,5453700020.0,20140825T000000,910000.0,3.0,2.25,2180.0,9865.0,1.0,False,0.0,4.0,8,1660.0,520.0,1966,0,98040.0,47.5358,-122.235,2600,10034.0
930,4139400630.0,20140529T000000,860000.0,3.0,2.5,2770.0,9136.0,2.0,False,0.0,3.0,10,2770.0,0.0,1991,0,98006.0,47.5605,-122.115,2890,8442.0
931,9550201495.0,20141003T000000,765000.0,3.0,1.75,2120.0,5000.0,2.0,False,0.0,3.0,7,1980.0,140.0,1920,2010,98103.0,47.6666,-122.331,2020,5000.0
932,9808610190.0,20140509T000000,782000.0,4.0,2.5,2830.0,20345.0,2.0,False,0.0,3.0,10,1980.0,850.0,1979,0,98004.0,47.6462,-122.191,2830,13732.0
933,7443000514.0,20150310T000000,525000.0,3.0,3.5,1370.0,1764.0,2.0,False,0.0,3.0,8,1180.0,190.0,2000,0,98119.0,47.6511,-122.368,1400,1398.0
934,1823099056.0,20141222T000000,745000.0,3.0,2.5,2810.0,435600.0,2.0,False,0.0,3.0,9,2810.0,0.0,1995,0,98045.0,47.4816,-121.701,2380,92007.0
935,6055000010.0,20140725T000000,470000.0,3.0,3.5,3520.0,35512.0,2.0,False,2.0,3.0,8,2760.0,760.0,2005,0,98022.0,47.2416,-121.979,2860,39614.0
936,3878900225.0,20140602T000000,345000.0,3.0,1.75,1990.0,5650.0,1.0,False,1.0,3.0,7,1320.0,670.0,1963,0,98178.0,47.5086,-122.252,2130,5650.0
937,4222700130.0,20150304T000000,279000.0,3.0,2.25,2070.0,7800.0,1.0,False,0.0,3.0,7,1170.0,900.0,1964,0,98003.0,47.3431,-122.305,1570,8400.0
938,1124000010.0,20140711T000000,500000.0,3.0,1.5,1320.0,8100.0,1.0,False,0.0,4.0,7,1320.0,0.0,1951,0,98177.0,47.7194,-122.371,1480,8100.0
939,428000225.0,20140620T000000,237000.0,3.0,1.0,1300.0,8160.0,1.0,False,0.0,4.0,7,1300.0,0.0,1960,0,98056.0,47.511,-122.172,1290,8970.0
940,8133300050.0,20140626T000000,200500.0,3.0,1.75,1260.0,9346.0,1.0,False,0.0,4.0,7,1260.0,0.0,1963,0,98030.0,47.3713,-122.186,1800,9705.0
941,2423039134.0,20150324T000000,387500.0,4.0,1.75,2400.0,9900.0,1.0,False,0.0,3.0,7,1250.0,1150.0,1957,0,98166.0,47.4631,-122.362,1960,9900.0
942,2726049150.0,20140717T000000,392500.0,4.0,2.0,1950.0,8040.0,1.0,False,0.0,3.0,7,1950.0,0.0,1961,0,98125.0,47.7074,-122.29,1950,8092.0
943,8074200080.0,20150213T000000,305000.0,3.0,2.0,1430.0,12430.0,1.0,False,0.0,4.0,7,1430.0,0.0,1957,0,98056.0,47.4903,-122.178,1200,8250.0
944,7856600170.0,20140924T000000,981000.0,4.0,2.5,2110.0,10100.0,1.0,False,2.0,3.0,8,2110.0,0.0,1968,2005,98006.0,47.567,-122.151,2230,10100.0
945,8649900440.0,20141209T000000,680000.0,4.0,2.5,2980.0,8770.0,2.0,False,0.0,3.0,10,2980.0,0.0,1990,0,98075.0,47.5814,-122.029,2940,9238.0
946,7696630170.0,20140605T000000,276000.0,4.0,2.5,2068.0,7242.0,2.0,False,0.0,4.0,7,2068.0,0.0,1976,0,98001.0,47.3318,-122.281,1560,7524.0
947,226039075.0,20140506T000000,655500.0,4.0,3.5,3380.0,8330.0,2.0,False,0.0,3.0,8,3380.0,0.0,2000,0,98177.0,47.7741,-122.379,2220,8330.0
948,3296000170.0,20141229T000000,555000.0,5.0,2.75,2810.0,13144.0,1.0,False,0.0,3.0,8,1440.0,1370.0,1964,0,98007.0,47.6199,-122.141,2480,13144.0
949,3223049073.0,20150413T000000,235000.0,2.0,1.0,930.0,10505.0,1.0,False,0.0,3.0,6,930.0,0.0,1930,0,98148.0,47.4337,-122.329,1520,8881.0
950,7300700050.0,20150219T000000,325000.0,3.0,1.0,1300.0,8879.0,1.0,False,0.0,3.0,7,920.0,380.0,1950,0,98155.0,47.7465,-122.326,1530,6960.0
951,9900000190.0,20141030T000000,268950.0,3.0,1.0,1320.0,8100.0,1.0,False,0.0,3.0,6,880.0,440.0,1943,0,98166.0,47.4697,-122.351,1000,8100.0
952,3751600635.0,20141110T000000,264500.0,3.0,1.5,1580.0,14040.0,1.0,False,0.0,3.0,7,1050.0,530.0,1980,0,98001.0,47.2932,-122.267,2240,12000.0
953,7575600430.0,20141110T000000,240000.0,3.0,2.5,1620.0,5250.0,2.0,False,0.0,3.0,8,1620.0,0.0,1987,0,98003.0,47.3538,-122.301,1650,5250.0
954,3223039109.0,20150220T000000,819000.0,3.0,2.5,2750.0,226512.0,2.0,False,0.0,3.0,9,2750.0,0.0,2000,0,98070.0,47.4376,-122.456,1250,211266.0
955,7151700190.0,20150331T000000,850000.0,2.0,1.5,2210.0,5000.0,1.0,False,2.0,3.0,8,1530.0,680.0,1951,0,98122.0,47.6122,-122.288,2700,5000.0
956,2076400050.0,20141022T000000,294950.0,4.0,2.25,1740.0,9600.0,1.0,False,2.0,3.0,7,1160.0,580.0,1957,0,98188.0,47.432,-122.276,1630,9600.0
957,2162000190.0,20141215T000000,693000.0,3.0,2.25,2120.0,13644.0,2.0,False,1.0,4.0,9,1420.0,700.0,1973,0,98040.0,47.5574,-122.214,2950,17060.0
958,5226500250.0,20141015T000000,478000.0,4.0,2.5,2780.0,7290.0,2.0,False,0.0,3.0,8,2780.0,0.0,1989,0,98059.0,47.509,-122.157,2450,7738.0
959,1787600294.0,20150205T000000,222000.0,2.0,1.0,830.0,6893.0,1.0,False,0.0,3.0,7,830.0,0.0,1950,0,98125.0,47.7234,-122.328,1470,7200.0
960,6388930170.0,20150408T000000,635000.0,4.0,2.5,2070.0,11286.0,2.0,False,0.0,3.0,8,2070.0,0.0,1996,0,98056.0,47.5284,-122.173,2440,10826.0
961,2767704332.0,20140930T000000,469000.0,3.0,3.25,1390.0,1278.0,2.0,False,0.0,3.0,8,1140.0,250.0,2005,0,98107.0,47.6735,-122.375,1390,1256.0
