,position,annual_salary_usd,date_hired,annual_salary_php,monthly_salary_php,years_exp
3115,Teacher,96038.0,1998,4801900.0,400158.33,17
3116,Teacher,96038.0,1987,4801900.0,400158.33,28
3117,Teacher,96038.0,1968,4801900.0,400158.33,47
3118,Teacher,96038.0,1976,4801900.0,400158.33,39
3119,Teacher,96038.0,1985,4801900.0,400158.33,30
3120,Teacher,96038.0,1987,4801900.0,400158.33,28
3121,Teacher,96038.0,1989,4801900.0,400158.33,26
3122,Teacher,96038.0,1988,4801900.0,400158.33,27
3123,Teacher,96038.0,1986,4801900.0,400158.33,29
3124,Teacher,96038.0,1987,4801900.0,400158.33,28
3125,Teacher,96038.0,2001,4801900.0,400158.33,14
3126,Librarian,96038.0,1985,4801900.0,400158.33,30
3127,Teacher,96038.0,1985,4801900.0,400158.33,30
3128,Teacher,96038.0,1981,4801900.0,400158.33,34
3129,Teacher,96038.0,1986,4801900.0,400158.33,29
3130,Teacher,96038.0,1987,4801900.0,400158.33,28
3131,Teacher,96038.0,1985,4801900.0,400158.33,30
3132,Teacher,96038.0,1987,4801900.0,400158.33,28
3133,Teacher,96038.0,1989,4801900.0,400158.33,26
3134,Teacher,96038.0,1987,4801900.0,400158.33,28
3135,Teacher,96038.0,1982,4801900.0,400158.33,33
3136,Teacher,96038.0,1988,4801900.0,400158.33,27
3137,Teacher,96038.0,1992,4801900.0,400158.33,23
3138,Teacher,96038.0,1988,4801900.0,400158.33,27
3140,Teacher,96038.0,1987,4801900.0,400158.33,28
3141,Teacher,96038.0,1990,4801900.0,400158.33,25
3142,Teacher,96038.0,1987,4801900.0,400158.33,28
3143,Teacher,96038.0,1987,4801900.0,400158.33,28
3144,Teacher,96038.0,1988,4801900.0,400158.33,27
3145,Teacher,96038.0,1987,4801900.0,400158.33,28
3146,Teacher,96038.0,1976,4801900.0,400158.33,39
3147,Teacher,96038.0,1985,4801900.0,400158.33,30
3148,Teacher,96038.0,1990,4801900.0,400158.33,25
3149,Teacher,96038.0,1987,4801900.0,400158.33,28
3150,Teacher,96038.0,1973,4801900.0,400158.33,42
3151,Teacher,96038.0,1986,4801900.0,400158.33,29
3152,Teacher,96038.0,1987,4801900.0,400158.33,28
3153,Teacher,96038.0,1988,4801900.0,400158.33,27
3154,Teacher,96038.0,1987,4801900.0,400158.33,28
3155,Teacher,96038.0,1987,4801900.0,400158.33,28
3156,Teacher,96038.0,1988,4801900.0,400158.33,27
3157,Teacher,96038.0,1991,4801900.0,400158.33,24
3158,Teacher,96038.0,1992,4801900.0,400158.33,23
3159,Teacher,96038.0,1990,4801900.0,400158.33,25
3160,Social Worker,96038.0,1986,4801900.0,400158.33,29
3161,Teacher,96038.0,1987,4801900.0,400158.33,28
3162,Teacher,96038.0,1975,4801900.0,400158.33,40
3163,Teacher,96038.0,1987,4801900.0,400158.33,28
3165,Teacher,96038.0,1987,4801900.0,400158.33,28
3166,Teacher,96038.0,1987,4801900.0,400158.33,28
3167,Teacher,96038.0,1987,4801900.0,400158.33,28
3168,Teacher,96038.0,1987,4801900.0,400158.33,28
3169,Teacher,96038.0,1985,4801900.0,400158.33,30
3170,Teacher,96038.0,1987,4801900.0,400158.33,28
3171,Teacher,96038.0,1988,4801900.0,400158.33,27
3172,Teacher,96038.0,1987,4801900.0,400158.33,28
3173,Teacher,96038.0,2000,4801900.0,400158.33,15
3174,Teacher,96038.0,1987,4801900.0,400158.33,28
3175,Teacher,96038.0,1987,4801900.0,400158.33,28
3176,Teacher,96038.0,1975,4801900.0,400158.33,40
3177,Teacher,96038.0,2001,4801900.0,400158.33,14
3178,Teacher,96038.0,1987,4801900.0,400158.33,28
3179,Teacher,96038.0,1992,4801900.0,400158.33,23
3181,Teacher,96038.0,1987,4801900.0,400158.33,28
3182,Teacher,96038.0,1987,4801900.0,400158.33,28
3183,Teacher,96038.0,1982,4801900.0,400158.33,33
3185,Teacher,96038.0,1992,4801900.0,400158.33,23
3186,Teacher,96038.0,1987,4801900.0,400158.33,28
3187,Teacher,96038.0,1987,4801900.0,400158.33,28
3188,Teacher,96038.0,1987,4801900.0,400158.33,28
3189,Teacher,96038.0,1993,4801900.0,400158.33,22
3190,Teacher,96038.0,1966,4801900.0,400158.33,49
3191,Teacher,96038.0,1987,4801900.0,400158.33,28
3192,Teacher,96038.0,1980,4801900.0,400158.33,35
3193,Teacher,96038.0,1987,4801900.0,400158.33,28
3194,Teacher,96038.0,1989,4801900.0,400158.33,26
3195,Teacher,96038.0,1985,4801900.0,400158.33,30
3196,Teacher,96038.0,1987,4801900.0,400158.33,28
3197,Teacher,96038.0,1996,4801900.0,400158.33,19
3198,Teacher,96038.0,1987,4801900.0,400158.33,28
3199,Teacher,96038.0,1987,4801900.0,400158.33,28
3200,Teacher,96038.0,1987,4801900.0,400158.33,28
3201,Teacher,96038.0,1977,4801900.0,400158.33,38
3203,Teacher,96038.0,1988,4801900.0,400158.33,27
3204,Teacher,96038.0,1987,4801900.0,400158.33,28
3205,Teacher,96038.0,1987,4801900.0,400158.33,28
3206,Teacher,96038.0,1983,4801900.0,400158.33,32
3207,Teacher,96038.0,1995,4801900.0,400158.33,20
3208,Teacher,96038.0,1986,4801900.0,400158.33,29
3209,Teacher,96038.0,1989,4801900.0,400158.33,26
3210,Teacher,96038.0,1987,4801900.0,400158.33,28
3211,Counselor,96038.0,1987,4801900.0,400158.33,28
3212,Teacher,96038.0,1980,4801900.0,400158.33,35
3213,Teacher,96038.0,1987,4801900.0,400158.33,28
3214,Teacher,96038.0,1989,4801900.0,400158.33,26
3215,Teacher,96038.0,1985,4801900.0,400158.33,30
3216,Teacher,96038.0,1987,4801900.0,400158.33,28
3217,Teacher,96038.0,1987,4801900.0,400158.33,28
3219,Social Worker,96038.0,1988,4801900.0,400158.33,27
3220,Teacher,96038.0,1987,4801900.0,400158.33,28
3221,Teacher,96038.0,1986,4801900.0,400158.33,29
3222,Teacher,96038.0,1987,4801900.0,400158.33,28
3223,Teacher,96038.0,1987,4801900.0,400158.33,28
3224,Teacher,96038.0,1988,4801900.0,400158.33,27
3225,Teacher,96038.0,1987,4801900.0,400158.33,28
3226,Teacher,96038.0,1983,4801900.0,400158.33,32
3227,Teacher,96038.0,1987,4801900.0,400158.33,28
3228,Teacher,96038.0,1985,4801900.0,400158.33,30
3229,Teacher,96038.0,1979,4801900.0,400158.33,36
3230,Teacher,96038.0,1994,4801900.0,400158.33,21
3231,Teacher,96038.0,1987,4801900.0,400158.33,28
3232,Teacher,96038.0,1998,4801900.0,400158.33,17
3233,Teacher,96038.0,1987,4801900.0,400158.33,28
3234,Teacher,96038.0,1988,4801900.0,400158.33,27
3235,Teacher,96038.0,1987,4801900.0,400158.33,28
3236,Teacher,96038.0,1987,4801900.0,400158.33,28
3237,Teacher,96038.0,1988,4801900.0,400158.33,27
3238,Teacher,96038.0,1986,4801900.0,400158.33,29
3239,Teacher,96038.0,1987,4801900.0,400158.33,28
3240,Teacher,96038.0,1987,4801900.0,400158.33,28
3241,Teacher,96038.0,1987,4801900.0,400158.33,28
3243,Teacher,96038.0,1987,4801900.0,400158.33,28
3244,Teacher,96038.0,1988,4801900.0,400158.33,27
3245,Teacher,96038.0,1987,4801900.0,400158.33,28
3246,Teacher,96038.0,1986,4801900.0,400158.33,29
3247,Teacher,96038.0,1974,4801900.0,400158.33,41
3248,Teacher,96038.0,1986,4801900.0,400158.33,29
3249,Teacher,96038.0,1988,4801900.0,400158.33,27
3250,Teacher,96038.0,1989,4801900.0,400158.33,26
3251,Teacher,96038.0,1978,4801900.0,400158.33,37
3252,Teacher,96038.0,1987,4801900.0,400158.33,28
3253,Teacher,96038.0,1987,4801900.0,400158.33,28
3254,Teacher,96038.0,1987,4801900.0,400158.33,28
3255,Teacher,96038.0,1993,4801900.0,400158.33,22
3256,Teacher,96038.0,1988,4801900.0,400158.33,27
3257,Teacher,96038.0,1987,4801900.0,400158.33,28
3258,Teacher,96038.0,1989,4801900.0,400158.33,26
3259,Teacher,96038.0,1989,4801900.0,400158.33,26
3260,Teacher,96038.0,1976,4801900.0,400158.33,39
3261,Teacher,96038.0,1987,4801900.0,400158.33,28
3262,Teacher,96038.0,1986,4801900.0,400158.33,29
3263,Teacher,96038.0,1987,4801900.0,400158.33,28
3264,Social Worker,96038.0,1987,4801900.0,400158.33,28
3265,Teacher,96038.0,1987,4801900.0,400158.33,28
3266,Social Worker,96038.0,1981,4801900.0,400158.33,34
3268,Teacher,96038.0,1987,4801900.0,400158.33,28
3269,Teacher,96038.0,1985,4801900.0,400158.33,30
3270,Teacher,96038.0,1987,4801900.0,400158.33,28
3271,Teacher,96038.0,1987,4801900.0,400158.33,28
3272,Teacher,96038.0,1987,4801900.0,400158.33,28
3273,Teacher,96038.0,1994,4801900.0,400158.33,21
3274,Counselor,96038.0,1988,4801900.0,400158.33,27
3275,Teacher,96038.0,1971,4801900.0,400158.33,44
3276,Teacher,96038.0,1987,4801900.0,400158.33,28
3277,Teacher,96038.0,1987,4801900.0,400158.33,28
3278,Teacher,96038.0,1987,4801900.0,400158.33,28
3279,Teacher,96038.0,1986,4801900.0,400158.33,29
3280,Teacher,96038.0,1987,4801900.0,400158.33,28
3281,Teacher,96038.0,1990,4801900.0,400158.33,25
3282,Teacher,96038.0,1988,4801900.0,400158.33,27
3283,Teacher,96038.0,1987,4801900.0,400158.33,28
3284,Teacher,96038.0,1987,4801900.0,400158.33,28
3285,Teacher,96038.0,1987,4801900.0,400158.33,28
3286,Teacher,96038.0,1976,4801900.0,400158.33,39
3287,Teacher,96038.0,1988,4801900.0,400158.33,27
3288,Teacher,96038.0,1987,4801900.0,400158.33,28
3289,Teacher,96038.0,1988,4801900.0,400158.33,27
3290,Teacher,96038.0,1986,4801900.0,400158.33,29
3291,Teacher,96038.0,1978,4801900.0,400158.33,37
3292,Teacher,96038.0,1987,4801900.0,400158.33,28
3293,Teacher,96038.0,1987,4801900.0,400158.33,28
3294,Teacher,96038.0,1988,4801900.0,400158.33,27
3295,Teacher,96038.0,1987,4801900.0,400158.33,28
3296,Teacher,96038.0,1967,4801900.0,400158.33,48
3297,Teacher,96038.0,1978,4801900.0,400158.33,37
3298,Teacher,96038.0,1988,4801900.0,400158.33,27
3299,Teacher,96038.0,1987,4801900.0,400158.33,28
3300,Teacher,96038.0,1985,4801900.0,400158.33,30
3301,Counselor,96038.0,1987,4801900.0,400158.33,28
3303,Teacher,96038.0,1987,4801900.0,400158.33,28
3304,Teacher,96038.0,1986,4801900.0,400158.33,29
3305,Teacher,96038.0,1987,4801900.0,400158.33,28
3306,Counselor,96038.0,1977,4801900.0,400158.33,38
3307,Teacher,96038.0,1987,4801900.0,400158.33,28
3308,Teacher,96038.0,1989,4801900.0,400158.33,26
3309,Teacher,96038.0,1987,4801900.0,400158.33,28
3310,Teacher,96038.0,1987,4801900.0,400158.33,28
3311,Teacher,96038.0,1987,4801900.0,400158.33,28
3312,Teacher,96038.0,1988,4801900.0,400158.33,27
3313,Teacher,96038.0,1987,4801900.0,400158.33,28
3314,Teacher,96038.0,1987,4801900.0,400158.33,28
3315,Teacher,96038.0,1987,4801900.0,400158.33,28
3316,Teacher,96038.0,1987,4801900.0,400158.33,28
3317,Teacher,96038.0,1987,4801900.0,400158.33,28
3318,Teacher,96038.0,1987,4801900.0,400158.33,28
3319,Teacher,96038.0,1987,4801900.0,400158.33,28
3320,Teacher,96038.0,1989,4801900.0,400158.33,26
3321,Teacher,96038.0,1990,4801900.0,400158.33,25
3322,Teacher,96038.0,1980,4801900.0,400158.33,35
3323,Teacher,96038.0,1987,4801900.0,400158.33,28
3324,Teacher,96038.0,1987,4801900.0,400158.33,28
3325,Teacher,96038.0,1992,4801900.0,400158.33,23
3326,Teacher,96038.0,1987,4801900.0,400158.33,28
3327,Teacher,96038.0,1987,4801900.0,400158.33,28
3328,Teacher,96038.0,1989,4801900.0,400158.33,26
3329,Teacher,96038.0,1992,4801900.0,400158.33,23
3331,Teacher,96038.0,1986,4801900.0,400158.33,29
3332,Teacher,96038.0,1985,4801900.0,400158.33,30
3333,Teacher,96038.0,1987,4801900.0,400158.33,28
3334,"Psychologist,school",96038.0,1988,4801900.0,400158.33,27
3335,Teacher,96038.0,1980,4801900.0,400158.33,35
3336,Teacher,96038.0,1979,4801900.0,400158.33,36
3337,Teacher,96038.0,1987,4801900.0,400158.33,28
3338,Teacher,96038.0,1987,4801900.0,400158.33,28
3339,Teacher,96038.0,1980,4801900.0,400158.33,35
3340,Teacher,96038.0,1986,4801900.0,400158.33,29
3341,Teacher,96038.0,1979,4801900.0,400158.33,36
3342,Teacher,96038.0,1987,4801900.0,400158.33,28
3343,Teacher,96038.0,1987,4801900.0,400158.33,28
3344,Teacher,96038.0,1987,4801900.0,400158.33,28
3345,Teacher,96038.0,1987,4801900.0,400158.33,28
3346,Teacher,96038.0,1987,4801900.0,400158.33,28
3347,Teacher,96038.0,1981,4801900.0,400158.33,34
3348,Teacher,96038.0,1981,4801900.0,400158.33,34
3349,Teacher,96038.0,1987,4801900.0,400158.33,28
3350,Teacher,96038.0,1980,4801900.0,400158.33,35
3352,Teacher,96038.0,1986,4801900.0,400158.33,29
3353,Speech Pathologist,96038.0,1987,4801900.0,400158.33,28
3354,Teacher,96038.0,1981,4801900.0,400158.33,34
3355,Teacher,96038.0,1987,4801900.0,400158.33,28
3356,Teacher,96038.0,1992,4801900.0,400158.33,23
3357,Teacher,96038.0,1987,4801900.0,400158.33,28
3358,Teacher,96038.0,1985,4801900.0,400158.33,30
3359,Teacher,96038.0,1987,4801900.0,400158.33,28
3360,Teacher,96038.0,1979,4801900.0,400158.33,36
3361,Teacher,96038.0,1987,4801900.0,400158.33,28
3362,Teacher,96038.0,1987,4801900.0,400158.33,28
3363,Teacher,96038.0,1987,4801900.0,400158.33,28
3364,Teacher,96038.0,1988,4801900.0,400158.33,27
3366,Teacher,96038.0,1986,4801900.0,400158.33,29
3367,Teacher,96038.0,1989,4801900.0,400158.33,26
3368,Teacher,96038.0,1987,4801900.0,400158.33,28
3369,Teacher,96038.0,1992,4801900.0,400158.33,23
3370,Teacher,96038.0,1989,4801900.0,400158.33,26
3371,Librarian,96038.0,1987,4801900.0,400158.33,28
3372,Instructional Coach,96038.0,2003,4801900.0,400158.33,12
3373,Teacher,96038.0,1987,4801900.0,400158.33,28
3374,Teacher,96038.0,1997,4801900.0,400158.33,18
3375,Teacher,96038.0,1987,4801900.0,400158.33,28
3376,Teacher,96038.0,1989,4801900.0,400158.33,26
3377,Teacher,96038.0,1985,4801900.0,400158.33,30
3378,Teacher,96038.0,1987,4801900.0,400158.33,28
3379,Teacher,96038.0,1987,4801900.0,400158.33,28
3380,Teacher,96038.0,1987,4801900.0,400158.33,28
3381,Teacher,96038.0,1972,4801900.0,400158.33,43
3382,Teacher,96038.0,1970,4801900.0,400158.33,45
3383,Teacher,96038.0,1987,4801900.0,400158.33,28
3384,Teacher,96038.0,1992,4801900.0,400158.33,23
3385,Teacher,96038.0,1971,4801900.0,400158.33,44
3386,Teacher,96038.0,1973,4801900.0,400158.33,42
3387,Teacher,96038.0,1987,4801900.0,400158.33,28
3388,Teacher,96038.0,1988,4801900.0,400158.33,27
3389,Teacher,96038.0,1982,4801900.0,400158.33,33
3391,Teacher,96038.0,1984,4801900.0,400158.33,31
3392,Speech Pathologist,96038.0,1987,4801900.0,400158.33,28
3393,Teacher,96038.0,1986,4801900.0,400158.33,29
3394,Teacher,96038.0,1987,4801900.0,400158.33,28
3395,Teacher,96038.0,1987,4801900.0,400158.33,28
3396,Librarian,96038.0,1988,4801900.0,400158.33,27
3397,Teacher,96038.0,1998,4801900.0,400158.33,17
3398,Teacher,96038.0,1989,4801900.0,400158.33,26
3399,Teacher,96038.0,1989,4801900.0,400158.33,26
3400,Teacher,96038.0,1989,4801900.0,400158.33,26
3401,Teacher,96038.0,1989,4801900.0,400158.33,26
3405,Program Manager,96029.0,2005,4801450.0,400120.83,10
3410,Administrative Law Judge,96013.0,2008,4800650.0,400054.17,7
3412,Administrative Law Judge,96013.0,1989,4800650.0,400054.17,26
3413,Program Analyst,96013.0,1979,4800650.0,400054.17,36
3421,Project Manager,96013.0,1986,4800650.0,400054.17,29
3425,Information Technology Specialist,96013.0,2006,4800650.0,400054.17,9
3427,Information Technology Specialist,96013.0,2007,4800650.0,400054.17,8
3428,Information Technology Specialist,96013.0,2009,4800650.0,400054.17,6
3429,Information Technology Specialist,96013.0,2004,4800650.0,400054.17,11
3430,Information Technology Specialist,96013.0,2004,4800650.0,400054.17,11
3431,Program Analyst,96013.0,2006,4800650.0,400054.17,9
3436,Project Manager,96013.0,2009,4800650.0,400054.17,6
3437,Information Technology Specialist,96013.0,2004,4800650.0,400054.17,11
3438,Information Technology Specialist,96013.0,2007,4800650.0,400054.17,8
3439,Information Technology Specialist,96013.0,2008,4800650.0,400054.17,7
3440,Information Technology Specialist,96013.0,2009,4800650.0,400054.17,6
3441,Information Technology Specialist,96013.0,2008,4800650.0,400054.17,7
3444,Program Analyst,96013.0,2004,4800650.0,400054.17,11
3446,Management Analyst,96013.0,1998,4800650.0,400054.17,17
3447,Management Analyst,96013.0,2005,4800650.0,400054.17,10
3448,Management Analyst,96013.0,2003,4800650.0,400054.17,12
3449,Program Analyst,96013.0,1991,4800650.0,400054.17,24
3451,Management Analyst,96013.0,2007,4800650.0,400054.17,8
3452,Program Analyst,96013.0,2008,4800650.0,400054.17,7
3453,Project Manager,96013.0,1983,4800650.0,400054.17,32
3463,Information Technology Specialist,96013.0,1981,4800650.0,400054.17,34
3465,Special Assistant,96013.0,1969,4800650.0,400054.17,46
3466,Program Analyst,96013.0,2011,4800650.0,400054.17,4
3467,Information Technology Specialist,96013.0,2008,4800650.0,400054.17,7
3468,Information Technology Specialist,96013.0,2005,4800650.0,400054.17,10
3470,Information Technology Specialist,96013.0,2010,4800650.0,400054.17,5
3476,Information Technology Specialist,96013.0,2001,4800650.0,400054.17,14
3478,Auditor (tax),96000.0,2011,4800000.0,400000.0,4
3479,Information Technology Specialist,96000.0,2006,4800000.0,400000.0,9
3481,Project Manager,96000.0,1999,4800000.0,400000.0,16
3483,Teacher,95992.0,1994,4799600.0,399966.67,21
3484,Teacher,95992.0,1991,4799600.0,399966.67,24
3485,Teacher,95992.0,1989,4799600.0,399966.67,26
3486,Teacher,95992.0,1988,4799600.0,399966.67,27
3487,Teacher,95992.0,1999,4799600.0,399966.67,16
3488,Teacher,95992.0,1994,4799600.0,399966.67,21
3489,Teacher,95992.0,1989,4799600.0,399966.67,26
3490,Teacher,95992.0,2001,4799600.0,399966.67,14
3491,Teacher,95992.0,1991,4799600.0,399966.67,24
3492,Teacher,95992.0,2000,4799600.0,399966.67,15
3493,Social Worker,95992.0,1997,4799600.0,399966.67,18
3494,Teacher,95992.0,1993,4799600.0,399966.67,22
3495,Social Worker,95992.0,1986,4799600.0,399966.67,29
3496,Teacher,95992.0,2000,4799600.0,399966.67,15
3497,Teacher,95992.0,1996,4799600.0,399966.67,19
3498,Teacher,95992.0,1992,4799600.0,399966.67,23
3499,Teacher,95992.0,2000,4799600.0,399966.67,15
3500,Teacher,95992.0,1989,4799600.0,399966.67,26
3501,Teacher,95992.0,1997,4799600.0,399966.67,18
3502,Teacher,95992.0,1991,4799600.0,399966.67,24
3503,Teacher,95992.0,2001,4799600.0,399966.67,14
3504,Social Worker,95992.0,2001,4799600.0,399966.67,14
3505,Teacher,95992.0,1991,4799600.0,399966.67,24
3506,Teacher,95992.0,1993,4799600.0,399966.67,22
3507,Teacher,95992.0,2000,4799600.0,399966.67,15
3508,Teacher,95992.0,1990,4799600.0,399966.67,25
3509,Teacher,95992.0,1998,4799600.0,399966.67,17
3510,Teacher,95992.0,1991,4799600.0,399966.67,24
3511,Teacher,95992.0,2000,4799600.0,399966.67,15
3512,Teacher,95992.0,1999,4799600.0,399966.67,16
3513,Teacher,95992.0,2000,4799600.0,399966.67,15
3514,Librarian,95992.0,1997,4799600.0,399966.67,18
3515,Teacher,95992.0,1996,4799600.0,399966.67,19
3516,Teacher,95992.0,1991,4799600.0,399966.67,24
3517,Teacher,95992.0,2001,4799600.0,399966.67,14
3518,Teacher,95992.0,1995,4799600.0,399966.67,20
3519,Counselor,95992.0,1992,4799600.0,399966.67,23
3520,Teacher,95992.0,1999,4799600.0,399966.67,16
3521,Teacher,95992.0,1999,4799600.0,399966.67,16
3522,Teacher,95992.0,1999,4799600.0,399966.67,16
3523,Teacher,95992.0,1998,4799600.0,399966.67,17
3524,Program Manager,95969.0,1989,4798450.0,399870.83,26
3528,Attorney Advisor,95765.0,2001,4788250.0,399020.83,14
3529,Captain,95745.0,1992,4787250.0,398937.5,23
3531,Captain,95745.0,1995,4787250.0,398937.5,20
3532,Captain,95745.0,1996,4787250.0,398937.5,19
3533,Captain,95745.0,1990,4787250.0,398937.5,25
3534,Captain,95745.0,1992,4787250.0,398937.5,23
3535,Director,95706.0,2009,4785300.0,398775.0,6
3538,Attorney Advisor,95680.0,2005,4784000.0,398666.67,10
3546,Program Manager,95548.0,2004,4777400.0,398116.67,11
3549,Auditor (tax),95363.0,1989,4768150.0,397345.83,26
3550,Civil Engineer,95363.0,1985,4768150.0,397345.83,30
3551,Civil Engineer,95363.0,1990,4768150.0,397345.83,25
3553,Information Technology Specialist,95363.0,2009,4768150.0,397345.83,6
3554,Appraiser,95363.0,2002,4768150.0,397345.83,13
3555,Appraiser,95363.0,2000,4768150.0,397345.83,15
3556,Information Technology Specialist,95363.0,2009,4768150.0,397345.83,6
3557,Information Technology Specialist,95363.0,2009,4768150.0,397345.83,6
3558,Clinical Psychologist,95363.0,2008,4768150.0,397345.83,7
3559,Program Analyst,95363.0,1995,4768150.0,397345.83,20
3561,Contract Specialist,95363.0,1986,4768150.0,397345.83,29
3562,Information Technology Specialist,95363.0,2002,4768150.0,397345.83,13
3564,Information Technology Specialist,95363.0,1994,4768150.0,397345.83,21
3565,Information Technology Specialist,95363.0,1978,4768150.0,397345.83,37
3570,Civil Engineer,95363.0,2003,4768150.0,397345.83,12
3573,Public Health Analyst,95363.0,1999,4768150.0,397345.83,16
3575,Information Technology Specialist,95363.0,1990,4768150.0,397345.83,25
3581,Captain,95346.0,1987,4767300.0,397275.0,28
3583,Captain,95346.0,1991,4767300.0,397275.0,24
3589,Medical Officer (psychiatry),95227.0,2000,4761350.0,396779.17,15
3591,Trial Attorney,95158.0,2007,4757900.0,396491.67,8
3592,Attorney Advisor,95158.0,2001,4757900.0,396491.67,14
3593,Trial Attorney,95158.0,2007,4757900.0,396491.67,8
3594,Trial Attorney,95158.0,2007,4757900.0,396491.67,8
3595,Trial Attorney,95158.0,2008,4757900.0,396491.67,7
3596,Trial Attorney,95158.0,2003,4757900.0,396491.67,12
3597,Attorney Advisor,95158.0,2003,4757900.0,396491.67,12
3598,Trial Attorney,95158.0,2006,4757900.0,396491.67,9
3599,Attorney Advisor,95158.0,2005,4757900.0,396491.67,10
3600,Attorney Advisor,95158.0,2002,4757900.0,396491.67,13
3601,Trial Attorney,95158.0,2002,4757900.0,396491.67,13
3602,Trial Attorney,95158.0,2003,4757900.0,396491.67,12
3603,Trial Attorney,95158.0,2007,4757900.0,396491.67,8
3604,Trial Attorney,95158.0,2002,4757900.0,396491.67,13
3605,Trial Attorney,95158.0,2002,4757900.0,396491.67,13
3606,Attorney Advisor,95158.0,2008,4757900.0,396491.67,7
3607,Attorney Advisor,95158.0,2001,4757900.0,396491.67,14
3608,Trial Attorney,95158.0,2003,4757900.0,396491.67,12
3612,Project Manager,95087.0,2008,4754350.0,396195.83,7
3621,Project Manager,95000.0,2008,4750000.0,395833.33,7
3623,Contract Specialist,95000.0,2010,4750000.0,395833.33,5
3625,Information Technology Specialist,94998.0,2010,4749900.0,395825.0,5
3626,Information Technology Specialist,94998.0,1990,4749900.0,395825.0,25
3627,Information Technology Specialist,94998.0,2010,4749900.0,395825.0,5
3628,Principal,94995.0,1999,4749750.0,395812.5,16
3629,Principal,94995.0,2009,4749750.0,395812.5,6
3630,Principal,94995.0,2003,4749750.0,395812.5,12
3631,Principal,94995.0,2007,4749750.0,395812.5,8
3632,Principal,94995.0,2011,4749750.0,395812.5,4
3633,Principal,94995.0,2011,4749750.0,395812.5,4
3635,Director,94961.0,2007,4748050.0,395670.83,8
3637,Project Manager,94878.0,2008,4743900.0,395325.0,7
3639,Assistant Principal,94825.0,2009,4741250.0,395104.17,6
3640,Assistant Principal,94825.0,1998,4741250.0,395104.17,17
3641,Assistant Principal,94825.0,2009,4741250.0,395104.17,6
3642,Assistant Principal,94825.0,2006,4741250.0,395104.17,9
3643,Assistant Principal,94825.0,2004,4741250.0,395104.17,11
3644,Assistant Principal,94825.0,1990,4741250.0,395104.17,25
3645,Assistant Principal,94825.0,2010,4741250.0,395104.17,5
3646,Assistant Principal,94825.0,2009,4741250.0,395104.17,6
3647,Assistant Principal,94825.0,2011,4741250.0,395104.17,4
3648,Assistant Principal,94825.0,1991,4741250.0,395104.17,24
3649,Assistant Principal,94825.0,1998,4741250.0,395104.17,17
3650,Assistant Principal,94825.0,2010,4741250.0,395104.17,5
3651,Assistant Principal,94825.0,2004,4741250.0,395104.17,11
3652,Assistant Principal,94825.0,2004,4741250.0,395104.17,11
3654,Psychiatric Nurse,94749.0,1998,4737450.0,394787.5,17
3655,Attorney Advisor,94720.0,2007,4736000.0,394666.67,8
3659,Lieutenant,94590.0,1987,4729500.0,394125.0,28
3660,Lieutenant,94590.0,1987,4729500.0,394125.0,28
3661,Lieutenant,94590.0,1990,4729500.0,394125.0,25
3662,Lieutenant,94590.0,1989,4729500.0,394125.0,26
3663,Lieutenant,94590.0,1987,4729500.0,394125.0,28
3664,Lieutenant,94590.0,1986,4729500.0,394125.0,29
3665,Lieutenant,94590.0,1987,4729500.0,394125.0,28
3666,Lieutenant,94590.0,1987,4729500.0,394125.0,28
3667,Lieutenant,94590.0,1987,4729500.0,394125.0,28
3668,Lieutenant,94590.0,1988,4729500.0,394125.0,27
3669,Lieutenant,94590.0,1986,4729500.0,394125.0,29
3670,Lieutenant,94590.0,1986,4729500.0,394125.0,29
3671,Lieutenant,94590.0,1987,4729500.0,394125.0,28
3672,Lieutenant,94590.0,1989,4729500.0,394125.0,26
3673,Lieutenant,94590.0,1988,4729500.0,394125.0,27
3674,Lieutenant,94590.0,1989,4729500.0,394125.0,26
3675,Lieutenant,94590.0,1989,4729500.0,394125.0,26
3676,Lieutenant,94590.0,1989,4729500.0,394125.0,26
3677,Teacher,94573.0,2008,4728650.0,394054.17,7
3678,Counselor,94573.0,2007,4728650.0,394054.17,8
3679,Teacher,94573.0,2006,4728650.0,394054.17,9
3680,Teacher,94573.0,1999,4728650.0,394054.17,16
3681,Teacher,94573.0,2009,4728650.0,394054.17,6
3682,Principal,94541.0,2009,4727050.0,393920.83,6
3683,Attorney Advisor,94500.0,1997,4725000.0,393750.0,18
3684,Administrative Officer,94444.0,2005,4722200.0,393516.67,10
3687,Workers Compensation Recipient,94328.0,1994,4716400.0,393033.33,21
3693,Teacher,94255.0,1994,4712750.0,392729.17,21
3694,Teacher,94255.0,2000,4712750.0,392729.17,15
3695,Teacher,94255.0,1995,4712750.0,392729.17,20
3697,Teacher,94255.0,2003,4712750.0,392729.17,12
3698,Teacher,94255.0,1999,4712750.0,392729.17,16
3699,Teacher,94255.0,1993,4712750.0,392729.17,22
3700,Teacher,94255.0,1997,4712750.0,392729.17,18
3701,Teacher,94255.0,1997,4712750.0,392729.17,18
3702,Teacher,94255.0,2002,4712750.0,392729.17,13
3704,Teacher,94255.0,1994,4712750.0,392729.17,21
3705,Librarian,94255.0,2006,4712750.0,392729.17,9
3706,Teacher,94255.0,2001,4712750.0,392729.17,14
3707,Teacher,94255.0,1999,4712750.0,392729.17,16
